1,AF
1,TT
1,SM
1,LT
1,VU
1,MS
1,AI
1,KE
1,NI
1,BF
1,LI
1,KP
1,SK
1,SJ
1,GW
1,JE
1,SY
1,CN
1,AM
1,AO
1,BE
1,CZ
1,MM
1,GB
1,BM
1,RE
1,CH
1,KR
1,GD
1,AX
1,BB
1,SE
1,UG
1,VI
1,PE
1,AR
1,QA
1,TV
1,VG
1,OM
1,GP
1,SD
1,PK
1,IT
2,AF
2,LK
2,PR
2,IM
2,UM
2,TW
2,VG
2,HU
2,GU
2,WF
2,CD
2,LC
2,UG
2,ML
2,AL
2,EC
2,MF
2,YT
2,ZA
2,VU
2,BN
2,AD
2,PT
2,FO
2,GH
2,MZ
2,CZ
2,SI
2,TH
3,AF
3,US
3,MX
3,IS
3,EG
3,CA
3,IM
3,PM
3,NL
3,JE
3,BB
3,BI
3,LU
3,KE
3,LS
3,KY
3,PG
3,MQ
3,TF
3,CG
3,UZ
3,ID
3,ST
3,ME
3,IE
3,SC
3,VE
3,SB
3,BO
3,PF
3,FR
3,AX
3,SJ
3,VG
3,TV
3,TN
3,BY
3,IT
3,PL
4,AF
4,SY
4,TJ
4,BB
4,WF
4,VC
4,PL
4,ID
4,KW
4,UA
4,GA
4,NC
4,TT
4,MD
4,LT
4,TF
4,EE
4,KY
4,FO
4,HR
4,EC
4,PA
4,TK
4,GW
4,HT
4,TL
4,LV
4,AW
4,MR
4,PR
4,CL
4,GR
4,ET
4,EH
4,TC
4,ZA
4,SO
4,PK
4,IR
4,NL
4,ER
4,XK
4,NF
4,RS
4,SJ
4,IQ
4,FK
4,MS
4,MY
4,IE
5,AF
5,GQ
5,MW
5,TV
5,EC
5,CY
5,JO
5,KP
5,CM
5,LU
5,IS
5,TM
5,TW
5,BH
5,SZ
5,BY
5,SX
5,NF
5,SD
5,TF
5,KM
5,EG
5,AI
5,BW
5,PT
5,VA
5,MA
5,PN
5,BF
6,AF
6,GQ
6,CU
6,MW
6,GY
6,HM
6,TR
6,GG
6,EG
6,RS
6,BL
6,LS
6,IT
6,BR
6,VN
6,VA
6,PK
6,FR
6,NR
6,BH
6,GF
6,RW
6,SR
6,BW
6,SK
6,SX
6,SE
6,MO
6,EH
6,PR
6,KE
6,AS
6,FO
6,PM
6,SY
6,DE
6,YT
6,AU
6,SS
6,ET
6,QA
6,JM
6,KN
6,MF
6,BY
6,PS
6,HT
6,GW
6,DZ
7,AF
7,GG
7,PE
7,GU
7,MF
7,UZ
7,UA
7,SV
7,ME
7,CH
7,AU
7,CG
7,MR
7,CU
7,CO
7,KN
7,SX
7,IT
7,GD
7,BW
8,AF
8,BB
8,SB
8,BR
8,SR
8,BS
8,AL
8,SS
8,SD
8,WS
8,BM
8,PT
8,TR
8,DM
8,PA
8,UY
8,PY
8,US
8,LK
8,CX
8,BQ
8,ME
8,MO
8,CI
8,RE
8,CC
8,KM
9,AF
9,AS
9,BZ
9,SL
9,GG
9,SK
9,MG
9,MW
9,GH
9,MS
9,KY
9,SN
10,AX
10,TZ
10,AF
10,CO
10,UA
10,FI
10,CK
10,NC
10,GD
10,MF
10,IM
10,ZW
10,SR
10,KG
10,CI
10,AW
10,HN
10,IQ
10,MR
10,TJ
10,TC
10,CM
10,BN
10,UM
10,GY
10,TF
10,EE
11,AX
11,ER
11,BG
11,SC
11,UG
11,CO
11,IT
11,SR
11,SN
11,PK
11,BD
11,MG
11,GT
11,EE
11,PN
11,HK
11,LI
11,CD
11,GB
11,DJ
11,AR
11,AD
11,PL
12,AX
12,PY
12,BB
12,GI
12,GY
12,NO
12,EC
12,ET
12,GL
12,TO
12,LK
12,CV
12,FK
12,BJ
12,NF
12,RO
12,GP
13,AL
13,VA
13,GA
13,MN
13,GH
13,BH
13,PN
13,WS
13,KH
13,BB
13,FR
13,DZ
13,ES
13,PY
13,AW
13,MV
13,SY
13,SC
13,EC
13,LV
13,YT
13,TK
13,KN
13,SI
13,ET
13,MF
13,JP
13,DE
14,AL
14,NP
14,AW
14,DE
14,BE
14,SS
14,EE
14,BB
14,EH
14,UY
14,TN
14,BS
14,NI
14,HM
14,PK
14,NF
14,GS
14,JM
14,UG
14,TG
14,TK
15,AL
15,MG
15,RS
15,AZ
15,CO
15,TD
15,CW
15,YT
15,CL
15,GY
15,DJ
15,ID
15,GG
15,UG
15,BG
15,NU
15,MY
15,KI
15,JP
15,PS
15,GL
15,BZ
15,GM
15,CC
15,LR
15,CF
15,KP
15,SY
15,AU
15,BT
15,IN
15,TC
15,SA
15,GE
15,SN
15,PR
15,MW
16,AL
16,QA
16,MN
16,IQ
16,EC
16,LK
16,CD
16,GH
16,CN
16,MT
16,MS
16,MY
16,TV
16,RO
16,HK
16,MR
16,AG
16,MF
16,PK
16,ER
16,XK
16,AW
16,AM
16,IS
16,LI
16,GA
16,VU
16,PH
16,TM
16,AZ
16,SA
16,SR
16,FJ
16,CU
16,GS
16,SK
17,AL
17,SB
17,MV
17,CF
17,BE
17,CN
17,BS
17,GQ
17,MM
17,MF
17,AU
17,DE
17,IS
17,SH
17,MS
17,LV
17,UY
17,PW
17,RW
17,GL
17,MD
17,AR
18,DZ
18,TW
18,UY
18,AS
18,CO
18,SE
18,BM
18,JP
18,SM
18,SK
18,SG
18,VG
18,VE
18,SL
18,IQ
18,KW
18,LI
18,TT
18,TK
18,RE
18,AX
18,TD
18,RO
18,GF
18,AT
18,MD
18,ZW
18,KH
18,PE
18,MO
18,CY
18,GI
18,KN
18,QA
18,IN
18,LA
18,MW
18,BV
18,UA
18,KI
18,UZ
19,DZ
19,YE
19,TM
19,JE
19,MF
19,CL
19,ZM
19,UY
19,KM
19,GS
19,TC
19,PA
20,DZ
20,CU
20,DJ
20,AD
20,VN
20,MX
20,PT
20,SC
20,TK
20,RE
20,GS
20,TH
20,MW
20,LR
20,TD
20,KN
20,AX
20,KR
20,SM
20,GD
20,FI
21,DZ
21,AF
21,AM
21,GW
21,BV
21,LI
21,CI
21,PT
21,SO
21,IT
21,PN
21,KI
21,AD
21,PL
21,CO
21,MS
21,QA
21,CN
21,CL
21,JP
21,HM
21,FM
21,BQ
21,AT
21,CH
21,MD
21,DK
21,RE
21,YE
21,GN
21,NF
21,SI
21,GQ
21,NL
21,SN
22,DZ
22,DK
22,LI
22,SO
22,BT
22,CI
22,TW
22,SL
22,CL
22,MX
22,TF
22,LU
22,BY
23,DZ
23,LK
23,PF
23,GA
23,GE
23,IE
23,BT
23,PM
23,AD
23,IR
23,HU
23,MT
23,MO
23,BL
23,JP
23,VU
23,IT
23,NL
23,WF
23,BA
23,GM
23,SG
23,AF
23,TO
23,TK
23,CM
23,GQ
23,NC
23,XK
23,BD
24,AS
24,CD
24,MH
24,MD
24,LC
24,ME
24,MM
24,BT
24,MZ
24,US
24,BV
24,UM
24,SY
25,AS
25,CZ
25,CA
25,VE
25,TT
25,DJ
25,FO
25,MF
25,GS
25,PF
25,KR
25,LC
25,AF
25,IT
25,GI
25,AO
25,RU
25,AD
25,PL
25,UG
25,MO
25,ZW
25,TM
25,UM
25,MX
25,TW
25,TC
25,KP
25,EE
25,SJ
25,TK
25,CI
25,TG
25,AX
25,CL
25,SG
25,VU
25,MN
25,ID
25,BH
25,SS
25,BE
25,PH
25,LK
26,AS
26,MZ
26,ZW
26,ST
26,MR
26,SR
26,LI
26,HK
26,MX
26,BV
26,MK
26,AF
26,PW
26,IQ
26,KH
26,KR
26,PE
26,FI
26,HM
26,RS
26,SJ
26,GY
26,EE
26,BA
26,WS
26,GL
26,DO
26,LC
26,XK
26,MT
26,NZ
26,PN
26,SK
26,CG
26,LT
26,SX
26,TV
26,VN
26,JO
26,SB
26,AI
26,MW
26,VU
26,TO
26,RE
26,KM
26,BH
26,VC
26,BN
27,AS
27,BQ
27,PA
27,BG
27,SJ
27,GI
27,BT
27,FK
27,RU
27,AU
27,NF
27,NZ
27,RE
27,ST
27,LC
27,IN
27,DE
27,BR
27,SX
27,MY
27,LI
27,UY
27,GA
27,ME
27,GP
27,ML
27,NO
28,AS
28,PE
28,FM
28,LU
28,BT
28,KN
28,CX
28,ET
28,CH
