"1","1"
"1","2"
"1","3"
"1","4"
"2","5"
"2","6"
"2","7"
"2","8"
"3","9"
"3","10"
"4","11"
"4","12"
"4","13"
"5","14"
"5","15"
"5","16"
"6","17"
"6","18"
"6","19"
"6","20"
"7","21"
"7","22"
"7","23"
"7","24"
"8","25"
"8","26"
"8","27"
"8","28"
"9","29"
"9","30"
"9","31"
"9","32"
"10","33"
"10","34"
"10","35"
"11","36"
"11","37"
"11","38"
"11","39"
"12","40"
"12","41"
"12","42"
"12","43"
"13","44"
"13","45"
"13","46"
"14","47"
"14","48"
"14","49"
"15","50"
"15","51"
"15","52"
"16","53"
"16","54"
"16","55"
"17","56"
"17","57"
"18","58"
"18","59"
"19","60"
"19","61"
"20","62"
"20","63"
"20","64"
"20","65"
"21","66"
"21","67"
"21","68"
"22","69"
"22","70"
"22","71"
"23","72"
"23","73"
"23","74"
"23","75"
"24","76"
"24","77"
"24","78"
"25","79"
"25","80"
"25","81"
"25","82"
"26","83"
"26","84"
"26","85"
"26","86"
"27","87"
"27","88"
"28","89"
"28","90"
"29","91"
"29","92"
"29","93"
"30","94"
"30","95"
"30","96"
"30","97"
"31","98"
"31","99"
"31","100"
"32","101"
"32","102"
"32","103"
"33","104"
"33","105"
"33","106"
"34","107"
"34","108"
"34","109"
"34","110"
"35","111"
"35","112"
"35","113"
"35","114"
"36","115"
"36","116"
"36","117"
"37","118"
"37","119"
"38","120"
"38","121"
"38","122"
"39","123"
"39","124"
"39","125"
"39","126"
"40","127"
"40","128"
"40","129"
"41","130"
"41","131"
"41","132"
"41","133"
"42","134"
"42","135"
"42","136"
"43","137"
"43","138"
"43","139"
"43","140"
"44","141"
"44","142"
"45","143"
"45","144"
"45","145"
"46","146"
"46","147"
"46","148"
"47","149"
"47","150"
"47","151"
"47","152"
"48","153"
"48","154"
"49","155"
"49","156"
"49","157"
"50","158"
"50","159"
"50","160"
"51","161"
"51","162"
"52","163"
"52","164"
"53","165"
"53","166"
"53","167"
"54","168"
"54","169"
"54","170"
"54","171"
"55","172"
"55","173"
"55","174"
"56","175"
"56","176"
"56","177"
"57","178"
"57","179"
"57","180"
"58","181"
"58","182"
"58","183"
"59","184"
"59","185"
"59","186"
"60","187"
"60","188"
"60","189"
"61","190"
"61","191"
"62","192"
"62","193"
"62","194"
"63","195"
"63","196"
"63","197"
"64","198"
"64","199"
"64","200"
"65","201"
"65","202"
"65","203"
"65","204"
"66","205"
"66","206"
"67","207"
"67","208"
"67","209"
"67","210"
"68","211"
"68","212"
"68","213"
"69","214"
"69","215"
"69","216"
"70","217"
"70","218"
"70","219"
"70","220"
"71","221"
"71","222"
"72","223"
"72","224"
"72","225"
"72","226"
"73","227"
"73","228"
"73","229"
"73","230"
"74","231"
"74","232"
"74","233"
"74","234"
"75","235"
"75","236"
"75","237"
"76","238"
"76","239"
"76","240"
"77","241"
"77","242"
"77","243"
"78","244"
"78","245"
"78","246"
"79","247"
"79","248"
"79","249"
"80","250"
"80","251"
"80","252"
"80","253"
"81","254"
"81","255"
"81","256"
"81","257"
"82","258"
"82","259"
"82","260"
"83","261"
"83","262"
"83","263"
"83","264"
"84","265"
"84","266"
"84","267"
"84","268"
"85","269"
"85","270"
"85","271"
"86","272"
"86","273"
"86","274"
"87","275"
"87","276"
"87","277"
"87","278"
"88","279"
"88","280"
"88","281"
"88","282"
"89","283"
"89","284"
"90","285"
"90","286"
"90","287"
"91","288"
"91","289"
"91","290"
"92","291"
"92","292"
"92","293"
"92","294"
"93","295"
"93","296"
"94","297"
"94","298"
"94","299"
"94","300"
"95","301"
"95","302"
"95","303"
"96","304"
"96","305"
"97","306"
"97","307"
"97","308"
"97","309"
"98","310"
"98","311"
"98","312"
"98","313"
"99","314"
"99","315"
"99","316"
"99","317"
"100","318"
"100","319"
"101","320"
"101","321"
"101","322"
"101","323"
"102","324"
"102","325"
"102","326"
"102","327"
"103","328"
"103","329"
"103","330"
"104","331"
"104","332"
"104","333"
"105","334"
"105","335"
"106","336"
"106","337"
"106","338"
"107","339"
"107","340"
"107","341"
"108","342"
"108","343"
"108","344"
"108","345"
"109","346"
"109","347"
"109","348"
"110","349"
"110","350"
"110","351"
"110","352"
"111","353"
"111","354"
"111","355"
"112","356"
"112","357"
"113","358"
"113","359"
"113","360"
"113","361"
"114","362"
"114","363"
"114","364"
"115","365"
"115","366"
"115","367"
"115","368"
"116","369"
"116","370"
"116","371"
"116","372"
"117","373"
"117","374"
"117","375"
"118","376"
"118","377"
"118","378"
"119","379"
"119","380"
"119","381"
"119","382"
"120","383"
"120","384"
"120","385"
"121","386"
"121","387"
"121","388"
"121","389"
"122","390"
"122","391"
"122","392"
"123","393"
"123","394"
"123","395"
"123","396"
"124","397"
"124","398"
"125","399"
"125","400"
"125","401"
"126","402"
"126","403"
"126","404"
"127","405"
"127","406"
"127","407"
"127","408"
"128","409"
"128","410"
"128","411"
"129","412"
"129","413"
"129","414"
"129","415"
"130","416"
"130","417"
"130","418"
"130","419"
"131","420"
"131","421"
"132","422"
"132","423"
"133","424"
"133","425"
"133","426"
"133","427"
"134","428"
"134","429"
"134","430"
"134","431"
"135","432"
"135","433"
"135","434"
"136","435"
"136","436"
"137","437"
"137","438"
"137","439"
"137","440"
"138","441"
"138","442"
"139","443"
"139","444"
"139","445"
"139","446"
"140","447"
"140","448"
"141","449"
"141","450"
"141","451"
"141","452"
"142","453"
"142","454"
"142","455"
"142","456"
"143","457"
"143","458"
"143","459"
"143","460"
"144","461"
"144","462"
"144","463"
"144","464"
"145","465"
"145","466"
"145","467"
"145","468"
"146","469"
"146","470"
"146","471"
"146","472"
"147","473"
"147","474"
"147","475"
"148","476"
"148","477"
"148","478"
"149","479"
"149","480"
"149","481"
"150","482"
"150","483"
"150","484"
"151","485"
"151","486"
"151","487"
"151","488"
"152","489"
"152","490"
"152","491"
"153","492"
"153","493"
"153","494"
"154","495"
"154","496"
"154","497"
"155","498"
"155","499"
"155","500"
"156","501"
"156","502"
"157","503"
"157","504"
"157","505"
"158","506"
"158","507"
"158","508"
"158","509"
"159","510"
"159","511"
"159","512"
"159","513"
"160","514"
"160","515"
"160","516"
"161","517"
"161","518"
"161","519"
"162","520"
"162","521"
"162","522"
"162","523"
"163","524"
"163","525"
"163","526"
"164","527"
"164","528"
"164","529"
"165","530"
"165","531"
"165","532"
"166","533"
"166","534"
"166","535"
"167","536"
"167","537"
"168","538"
"168","539"
"168","540"
"168","541"
"169","542"
"169","543"
"169","544"
"170","545"
"170","546"
"170","547"
"171","548"
"171","549"
"171","550"
"172","551"
"172","552"
"172","553"
"172","554"
"173","555"
"173","556"
"173","557"
"174","558"
"174","559"
"174","560"
"174","561"
"175","562"
"175","563"
"175","564"
"176","565"
"176","566"
"176","567"
"176","568"
"177","569"
"177","570"
"177","571"
"178","572"
"178","573"
"179","574"
"179","575"
"179","576"
"179","577"
"180","578"
"180","579"
"180","580"
"180","581"
"181","582"
"181","583"
"181","584"
"181","585"
"182","586"
"182","587"
"182","588"
"183","589"
"183","590"
"184","591"
"184","592"
"184","593"
"185","594"
"185","595"
"185","596"
"185","597"
"186","598"
"186","599"
"186","600"
"187","601"
"187","602"
"187","603"
"187","604"
"188","605"
"188","606"
"188","607"
"188","608"
"189","609"
"189","610"
"189","611"
"189","612"
"190","613"
"190","614"
"191","615"
"191","616"
"191","617"
"192","618"
"192","619"
"192","620"
"192","621"
"193","622"
"193","623"
"193","624"
"193","625"
"194","626"
"194","627"
"194","628"
"195","629"
"195","630"
"195","631"
"195","632"
"196","633"
"196","634"
"196","635"
"196","636"
"197","637"
"197","638"
"197","639"
"197","640"
"198","641"
"198","642"
"198","643"
"198","644"
"199","645"
"199","646"
"199","647"
"200","648"
"200","649"
"200","650"
"201","651"
"201","652"
"202","653"
"202","654"
"202","655"
"203","656"
"203","657"
"203","658"
"203","659"
"204","660"
"204","661"
"204","662"
"205","663"
"205","664"
"205","665"
"205","666"
"206","667"
"206","668"
"207","669"
"207","670"
"207","671"
"208","672"
"208","673"
"208","674"
"209","675"
"209","676"
"209","677"
"210","678"
"210","679"
"211","680"
"211","681"
"211","682"
"211","683"
"212","684"
"212","685"
"212","686"
"212","687"
"213","688"
"213","689"
"214","690"
"214","691"
"214","692"
"214","693"
"215","694"
"215","695"
"215","696"
"216","697"
"216","698"
"216","699"
"216","700"
"217","701"
"217","702"
"217","703"
"217","704"
"218","705"
"218","706"
"218","707"
"219","708"
"219","709"
"220","710"
"220","711"
"221","712"
"221","713"
"222","714"
"222","715"
"223","716"
"223","717"
"223","718"
"224","719"
"224","720"
"224","721"
"225","722"
"225","723"
"225","724"
"225","725"
"226","726"
"226","727"
"227","728"
"227","729"
"228","730"
"228","731"
"228","732"
"229","733"
"229","734"
"229","735"
"230","736"
"230","737"
"230","738"
"231","739"
"231","740"
"231","741"
"232","742"
"232","743"
"232","744"
"232","745"
"233","746"
"233","747"
"233","748"
"234","749"
"234","750"
"234","751"
"235","752"
"235","753"
"235","754"
"236","755"
"236","756"
"236","757"
"237","758"
"237","759"
"238","760"
"238","761"
"238","762"
"239","763"
"239","764"
"239","765"
"240","766"
"240","767"
"240","768"
"240","769"
"241","770"
"241","771"
"242","772"
"242","773"
"242","774"
"242","775"
"243","776"
"243","777"
"244","778"
"244","779"
"244","780"
"245","781"
"245","782"
"246","783"
"246","784"
"246","785"
"247","786"
"247","787"
"247","788"
"247","789"
"248","790"
"248","791"
"248","792"
"249","793"
"249","794"
"249","795"
"250","796"
"250","797"
"250","798"
"250","799"
"251","800"
"251","801"
"252","802"
"252","803"
"252","804"
"252","805"
"253","806"
"253","807"
"254","808"
"254","809"
"254","810"
"254","811"
"255","812"
"255","813"
"255","814"
"256","815"
"256","816"
"256","817"
"256","818"
"257","819"
"257","820"
"257","821"
"258","822"
"258","823"
"258","824"
"258","825"
"259","826"
"259","827"
"259","828"
"259","829"
"260","830"
"260","831"
"260","832"
"260","833"
"261","834"
"261","835"
"261","836"
"261","837"
"262","838"
"262","839"
"262","840"
"262","841"
"263","842"
"263","843"
"263","844"
"263","845"
"264","846"
"264","847"
"264","848"
"265","849"
"265","850"
"266","851"
"266","852"
"266","853"
"266","854"
"267","855"
"267","856"
"268","857"
"268","858"
"268","859"
"269","860"
"269","861"
"270","862"
"270","863"
"270","864"
"271","865"
"271","866"
"271","867"
"272","868"
"272","869"
"273","870"
"273","871"
"274","872"
"274","873"
"274","874"
"275","875"
"275","876"
"275","877"
"275","878"
"276","879"
"276","880"
"276","881"
"276","882"
"277","883"
"277","884"
"277","885"
"277","886"
"278","887"
"278","888"
"278","889"
"279","890"
"279","891"
"280","892"
"280","893"
"281","894"
"281","895"
"281","896"
"282","897"
"282","898"
"283","899"
"283","900"
"284","901"
"284","902"
"284","903"
"284","904"
"285","905"
"285","906"
"285","907"
"285","908"
"286","909"
"286","910"
"287","911"
"287","912"
"287","913"
"288","914"
"288","915"
"288","916"
"289","917"
"289","918"
"289","919"
"289","920"
"290","921"
"290","922"
"291","923"
"291","924"
"292","925"
"292","926"
"293","927"
"293","928"
"293","929"
"294","930"
"294","931"
"294","932"
"295","933"
"295","934"
"295","935"
"295","936"
"296","937"
"296","938"
"296","939"
"296","940"
"297","941"
"297","942"
"297","943"
"297","944"
"298","945"
"298","946"
"298","947"
"298","948"
"299","949"
"299","950"
"299","951"
"300","952"
"300","953"
"300","954"
"300","955"
"301","956"
"301","957"
"301","958"
"302","959"
"302","960"
"303","961"
"303","962"
"303","963"
"304","964"
"304","965"
"305","966"
"305","967"
"305","968"
"305","969"
"306","970"
"306","971"
"307","972"
"307","973"
"307","974"
"307","975"
"308","976"
"308","977"
"308","978"
"308","979"
"309","980"
"309","981"
"309","982"
"310","983"
"310","984"
"310","985"
"310","986"
"311","987"
"311","988"
"311","989"
"312","990"
"312","991"
"312","992"
"313","993"
"313","994"
"314","995"
"314","996"
"314","997"
"314","998"
"315","999"
"315","1000"
"315","1001"
"316","1002"
"316","1003"
"316","1004"
"316","1005"
"317","1006"
"317","1007"
"317","1008"
"317","1009"
"318","1010"
"318","1011"
"318","1012"
"318","1013"
"319","1014"
"319","1015"
"319","1016"
"320","1017"
"320","1018"
"320","1019"
"321","1020"
"321","1021"
"321","1022"
"322","1023"
"322","1024"
"322","1025"
"322","1026"
"323","1027"
"323","1028"
"323","1029"
"324","1030"
"324","1031"
"324","1032"
"324","1033"
"325","1034"
"325","1035"
"326","1036"
"326","1037"
"326","1038"
"327","1039"
"327","1040"
"327","1041"
"328","1042"
"328","1043"
"328","1044"
"329","1045"
"329","1046"
"329","1047"
"330","1048"
"330","1049"
"330","1050"
"330","1051"
"331","1052"
"331","1053"
"331","1054"
"331","1055"
"332","1056"
"332","1057"
"333","1058"
"333","1059"
"333","1060"
"333","1061"
"334","1062"
"334","1063"
"334","1064"
"334","1065"
"335","1066"
"335","1067"
"335","1068"
"336","1069"
"336","1070"
"336","1071"
"337","1072"
"337","1073"
"338","1074"
"338","1075"
"339","1076"
"339","1077"
"339","1078"
